CNTYVTD,BushR_18G_Land Comm,SuazoD_18G_Land Comm,PinaL_18G_Land Comm
"4394475",12,32,0
"4394478",0,0,0
"4394480",417,125,16
"4394483",11,12,0
"4394485",82,81,10
"4394487",0,0,0
"4394492",213,274,36
"4394493",388,273,21
"4394494",1,0,0
"4394495",26,43,2
"4394496",95,189,8
"4394497",355,686,39
"4394498",308,121,4
"4394499",931,864,68
"4394503",160,267,17
"4394508",1120,850,72
"4394512",0,0,0
"4394528",1218,772,74
"4394531",989,492,59
"4394532",616,138,15
"4394533",461,267,32
"4394534",1187,672,80
"4394540",858,670,68
"4394551",1158,690,74
"4394563",0,0,0
"4394565",13,8,1
"4394568",20,8,1
"4394572",4,18,0
"4394573",0,0,0
"4394587",0,91,2
"4394588",1394,861,77
"4394591",841,653,53
"4394592",0,0,0
"4394593",62,65,6
"4394595",21,15,0
"4394596",13,40,1
"4394598",0,0,0
"4394599",1572,1205,78
"4394602",0,0,0
"4394604",2,1,0
"4394615",0,0,0
"4394620",7,16,1
"4394629",0,0,0
"4394630",0,0,0
"4394632",0,0,0
"4394634",430,411,24
"4394638",706,472,41
"4394640",146,266,20
"4394649",1096,505,59
"4394650",788,572,64
"4394666",0,0,0
"4394682",57,106,6
"4394683",0,0,0
"4394685",0,0,0
"4394686",0,0,0
"4394687",18,51,7
"4394688",10,11,3
"4394689",44,45,1
"4394690",10,0,0
"4394691",4,9,0
"4394692",2,8,1
"4394693",1,2,0
"4394694",1122,694,61
"4394702",489,327,31
"4394703",618,641,50
"4410101",1272,527,79
"4410102",892,338,42
"4410103",911,351,55
"4410104",1341,270,33
"4410105",940,455,57
"4410106",240,135,14
"4410107",229,40,12
"4410108",640,82,30
"4410109",132,16,3
"4410110",52,3,0
"4410201",315,253,22
"4410202",569,503,38
"4410203",662,367,53
"4410204",697,185,31
"4410205",686,488,48
"4410206",995,184,46
"4410207",136,24,6
"4410301",830,334,45
"4410302",1060,238,37
"4410303",993,85,49
"4410304",1044,350,64
"4410305",1441,276,62
"4410306",2366,397,74
"4410307",2743,445,106
"4410308",857,111,37
"4410401",331,199,25
"4410402",1102,394,45
"4410403",768,359,54
"4410404",665,385,55
"4410405",550,232,33
"4410406",1411,361,42
"4410407",512,132,23
"4410408",2054,228,72
"4410409",473,44,12
"4430001",58,48,1
"4430002A",4,4,0
"4430002B",46,52,5
"4430003",64,26,7
"4430004A",9,1,0
"4430004B",73,24,4
"4450101",204,38,4
"4450102",680,110,30
"4450201",206,72,19
"4450202",193,54,8
"4450301",307,157,19
"4450401",399,108,20
"4450402",127,6,3
"4470001",175,4,3
"4470002",151,17,3
"4473003",124,27,7
"4474005",47,12,0
"4474006",111,5,1
"4490001",41,191,6
"4490002",194,103,6
"4490003",279,59,9
"4490004",281,63,15
"4490005",134,14,5
"4490006",582,83,15
"4490007",458,103,15
"4490008",185,227,14
"4490009",155,52,9
"4490010",429,52,16
"4490011",65,22,6
"4490012",143,20,2
"4490014",438,315,19
"4490015",316,59,14
"4490016",955,231,38
"4490017",59,144,4
"4490018",89,9,1
"4490019",237,105,15
"4490020",511,201,28
"4510106",234,158,11
"4510107",254,118,16
"4510108",399,51,25
"4510112",508,66,17
"4510114",83,202,6
"4510124",143,302,3
"4510137",530,465,26
"4510144",328,258,21
"4510146",613,468,26
"4510213",1553,171,57
"4510215",1163,261,44
"4510225",55,3,3
"4510228",976,351,59
"4510230",2014,631,103
"4510241",2451,526,101
"4510304",1074,377,55
"4510305",15,11,0
"4510306",538,197,35
"4510308",72,54,4
"4510319",1526,422,58
"4510327",672,387,40
"4510348",283,77,16
"4510351",200,54,12
"4510358",1950,312,86
"4510401",55,24,2
"4510402",1047,499,75
"4510420",248,31,10
"4510421",1494,415,59
"4510422",719,99,45
"4510423",564,56,26
"4510424",839,308,46
"4510434",278,194,24
"4510435",335,140,24
"4510436",1484,576,92
"4530101",551,2914,116
"4530102",142,527,19
"4530103",256,674,39
"4530104",238,532,33
"4530105",1215,3829,213
"4530106",921,1187,104
"4530107",160,87,10
"4530108",156,785,42
"4530109",393,1026,70
"4530110",1361,2760,165
"4530111",746,2005,109
"4530112",201,686,34
"4530113",995,3062,160
"4530114",56,96,8
"4530115",0,0,0
"4530116",0,0,0
"4530117",157,1477,42
"4530118",36,317,12
"4530119",0,0,0
"4530120",34,48,4
"4530121",54,552,20
"4530122",115,1653,41
"4530123",1520,2379,177
"4530124",288,2957,143
"4530125",0,0,0
"4530126",298,3263,119
"4530127",0,1,0
"4530128",0,0,0
"4530129",108,1540,46
"4530130",154,1201,37
"4530131",0,1,0
"4530132",163,1632,66
"4530133",206,1386,56
"4530134",0,0,0
"4530135",789,4711,175
"4530136",806,1101,91
"4530137",2926,3661,237
"4530138",0,0,0
"4530139",320,1585,81
"4530140",190,903,48
"4530141",51,230,10
"4530142",66,644,30
"4530145",477,1090,63
"4530146",761,1080,82
"4530148",793,1768,125
"4530149",138,1210,58
"4530150",682,691,76
"4530151",188,1396,57
"4530152",210,2603,76
"4530153",748,2450,137
"4530154",523,1675,91
"4530156",497,3153,135
"4530160",407,779,54
"4530161",397,681,36
"4530163",133,73,15
"4530164",154,811,39
"4530200",483,3509,141
"4530202",370,2186,88
"4530203",178,466,22
"4530205",378,1280,80
"4530206",245,948,51
"4530207",987,2282,147
"4530208",713,3843,106
"4530209",104,467,24
"4530210",513,763,31
"4530211",268,883,56
"4530212",1750,1313,96
"4530213",0,0,0
"4530214",837,1144,53
"4530215",413,1051,61
"4530216",302,963,44
"4530217",274,1099,59
"4530218",950,2906,190
"4530219",613,1203,76
"4530220",547,818,25
"4530221",365,336,24
"4530222",406,1312,83
"4530223",70,279,13
"4530224",17,81,4
"4530225",711,1806,117
"4530226",283,1019,45
"4530227",141,363,9
"4530228",451,930,58
"4530229",380,905,73
"4530231",831,1301,58
"4530232",2712,1982,161
"4530233",1244,1413,99
"4530234",937,685,52
"4530235",340,2032,93
"4530236",441,1987,84
"4530237",642,1013,47
"4530238",592,1481,90
"4530239",430,1476,62
"4530240",236,551,38
"4530241",259,1268,61
"4530242",736,3721,172
"4530243",351,1109,65
"4530244",1298,1359,125
"4530245",394,404,30
"4530246",458,918,47
"4530247",287,310,7
"4530248",348,1425,67
"4530249",727,1494,86
"4530250",965,2848,139
"4530251",765,1566,100
"4530252",476,1449,94
"4530253",982,1260,73
"4530254",630,1479,112
"4530256",807,757,39
"4530258",527,1173,68
"4530259",603,1394,102
"4530260",137,548,31
"4530262",992,2302,132
"4530263",559,1527,88
"4530266",219,185,4
"4530267",332,697,51
"4530268",180,578,43
"4530273",538,1770,81
"4530274",278,1820,48
"4530275",277,2334,66
"4530277",1172,4159,139
"4530301",243,665,41
"4530302",1069,1418,110
"4530303",973,1213,88
"4530304",1202,1759,104
"4530305",5,5,0
"4530306",1494,899,85
"4530307",492,564,40
"4530308",3047,1573,168
"4530309",600,1211,71
"4530310",1242,2389,166
"4530311",706,3229,119
"4530312",852,648,53
"4530313",54,284,6
"4530314",2117,1790,134
"4530315",1179,1743,86
"4530316",1701,1284,121
"4530317",957,1058,71
"4530318",260,369,19
"4530319",1067,653,72
"4530320",941,535,38
"4530321",211,346,7
"4530323",283,1041,52
"4530324",2576,1784,137
"4530325",24,61,5
"4530326",534,968,35
"4530327",918,1228,91
"4530328",808,1805,108
"4530329",1087,2037,124
"4530330",1154,973,91
"4530331",704,1173,69
"4530332",346,1774,77
"4530333",830,1176,60
"4530334",1010,1040,75
"4530335",657,987,43
"4530336",638,906,49
"4530337",1133,1740,105
"4530338",1615,2011,160
"4530339",387,898,48
"4530340",567,1982,108
"4530341",99,152,14
"4530342",627,2914,146
"4530343",530,1036,91
"4530344",293,982,57
"4530345",0,0,0
"4530346",2538,1179,109
"4530347",872,1069,65
"4530349",1216,2305,145
"4530350",759,2099,115
"4530351",262,843,60
"4530352",520,1828,111
"4530354",1263,1920,118
"4530356",328,1013,71
"4530357",212,249,14
"4530358",754,2398,168
"4530359",1879,1688,142
"4530360",980,1958,98
"4530361",395,517,41
"4530362",667,1415,81
"4530363",437,705,35
"4530364",1217,1453,71
"4530365",725,975,65
"4530366",1273,2194,102
"4530367",1850,2656,155
"4530368",192,104,11
"4530369",1881,1181,99
"4530370",558,367,65
"4530371",1248,667,93
"4530372",698,483,80
"4530373",2484,1115,145
"4530374",2302,1884,168
"4530375",395,251,30
"4530401",393,1081,55
"4530402",396,1379,72
"4530403",279,455,30
"4530404",458,1983,107
"4530405",128,429,15
"4530406",904,1238,80
"4530407",283,1297,58
"4530408",599,1671,89
"4530409",223,1232,65
"4530410",324,1775,91
"4530411",297,1053,68
"4530412",16,61,5
"4530413",180,854,41
"4530414",660,1831,128
"4530415",190,628,59
"4530416",82,230,16
"4530417",287,1048,54
"4530418",2,1,2
"4530419",103,233,17
"4530420",221,1578,93
"4530421",341,1620,65
"4530422",207,1361,63
"4530423",234,1690,61
"4530424",263,1510,63
"4530425",100,358,23
"4530426",170,1657,63
"4530427",150,1410,74
"4530428",373,754,40
"4530429",645,4380,192
"4530430",92,835,37
"4530431",366,3186,185
"4530432",0,1,0
"4530433",241,1831,79
"4530434",0,1,0
"4530435",915,2876,168
"4530436",16,205,5
"4530437",258,1430,66
"4530438",118,815,39
"4530439",241,2129,98
"4530440",133,698,42
"4530441",391,2132,118
"4530442",132,851,52
"4530443",249,1580,73
"4530444",7,106,1
"4530446",108,605,38
"4530447",450,1994,124
"4530448",257,1228,48
"4530450",365,1998,99
"4530451",368,1672,97
"4530452",155,962,31
"4530454",314,1066,52
"4530458",530,1928,131
"4530460",374,1917,93
"4530461",545,2879,164
"4530463",445,1814,107
"4550001",266,59,8
"4550002",319,41,9
"4550003",181,39,8
"4550004",120,18,5
"4550005",92,25,3
"4550006",109,14,4
"4550007",129,15,3
"4550008",205,26,8
"4550009",295,40,11
"4550010",135,26,2
"4550011",673,144,35
"4550012",51,10,2
"4550014",259,48,8
"4550015",54,6,1
"4550016",172,52,6
"4550017",257,156,9
"4550018",38,43,2
"4550019",544,103,14
"4550020",27,12,0
"4550021",134,27,5
"4570001",321,63,10
"4570002",263,170,13
"4570003",598,167,29
"4570004",542,81,17
"4570005",62,40,4
"4570006",235,31,6
"4570007",316,27,15
"4570008",103,13,4
"4570009",202,26,8
"4570010",583,87,39
"4570011",57,1,1
"4570013",251,40,12
"4570014",742,88,26
"4570015",425,54,12
"4570016",253,25,9
"4570017",147,75,10
"4570018",579,104,30
"4590001",786,158,38
"4590002",1276,119,53
"4590003",709,113,27
"4590004",462,105,18
"4590005",317,110,12
"4590006",625,100,36
"4590007",920,219,43
"4590008",390,88,19
"4590009",760,170,44
"4590010",1056,126,67
"4590011",264,73,14
"4590012",479,55,26
"4590013",346,117,18
"4590014",225,47,12
"4590015",868,96,38
"4590016",588,153,30
"4590017",832,283,26
"4590018",186,83,8
"4590019",4,1,0
"4590020",62,9,2
"4590021",0,0,0
"4610001",187,25,7
"4610002",104,13,5
"4610003",126,39,5
"4610004",239,40,16
"4610005",45,5,3
"4610006",96,21,2
"4630001",409,377,34
"4630002",432,238,27
"4630003",376,43,21
"4630004",280,51,9
"4630005",642,212,27
"4630006",121,32,7
"4630007",286,70,8
"4630008",321,438,43
"4630009",94,433,15
"4630010",44,160,11
"4630011",179,60,8
"4630012",666,400,37
"4630013",371,668,42
"4630014",67,16,3
"4650010A",7,8,1
"4650010B",350,458,28
"4650011",213,451,12
"4650012",43,74,4
"4650013",250,121,24
"4650020",94,15,4
"4650021",211,384,15
"4650022",325,434,30
"4650023",108,36,7
"4650024",205,285,18
"4650030",339,277,21
"4650031",1537,906,97
"4650032",130,33,2
"4650033",728,194,19
"4650040",759,1147,55
"4650041A",33,49,4
"4650041B",211,323,27
"4650042",16,1,2
"4650043",30,5,3
"467001A",714,85,39
"467001B",1155,190,32
"467001C",689,76,34
"467001D",518,88,19
"467001E",294,87,11
"467002A",1475,165,43
"467002B",706,83,25
"467002C",1021,101,30
"467002D",830,107,39
"467003A",475,66,11
"467003B",533,173,26
"467003C",1162,221,69
"467003D",1265,154,37
"467004A",634,91,10
"467004B",792,97,31
"467004C",738,117,31
"467004D",1402,259,51
"467004E",566,67,15
"4690001",70,115,10
"4690002",295,181,19
"4690003",399,198,22
"4690004",180,269,13
"4690005",469,448,28
"4690006",38,54,3
"4690007",244,471,20
"4690008",399,346,21
"4690009",286,158,24
"4690010",605,263,17
"4690011",202,48,6
"4690012",131,129,5
"4690013",245,209,9
"4690014",526,161,20
"4690015",61,10,7
"4690016",202,35,7
"4690017",159,83,9
"4690018",1593,335,88
"4690019",845,439,38
"4690020",666,123,31
"4690021",1802,416,61
"4690022",928,101,32
"4690023",783,126,36
"4690024",815,93,18
"4690025",1372,546,58
"4690026",468,109,29
"4690027",888,50,29
"4690028",245,32,8
"4690029",1225,344,51
"4690030",180,83,8
"4690031",187,124,8
"4690032",200,252,15
"4690033",2095,504,84
"4690034",93,225,6
"4690035",42,95,6
"4710101",92,147,7
"4710102",1068,822,85
"4710103",676,245,31
"4710104",926,181,36
"4710201",602,496,52
"4710203",309,57,10
"4710204",993,394,46
"4710205",1455,344,58
"4710206",298,234,19
"4710301",436,718,43
"4710302",199,75,10
"4710303",242,80,19
"4710304",1510,365,62
"4710401",489,754,54
"4710403",614,190,47
"4710404",1585,347,58
"4730101",700,252,23
"4730102",425,361,17
"4730103",352,263,18
"4730104",228,111,10
"4730105",386,71,17
"4730206",1292,224,42
"4730207",1530,226,66
"4730208",521,219,14
"4730309",46,1650,10
"4730310",163,717,25
"4730311",306,121,15
"4730312",812,141,24
"4730313",186,91,11
"4730414",86,110,4
"4730415",594,196,49
"4730416",302,301,21
"4730417",183,347,6
"4730418",1236,300,36
"4730419",126,26,6
"4730420A",690,182,13
"4730420B",0,0,0
"4750002",725,146,41
"475001E",253,239,17
"475001W",42,74,5
"475003N",501,86,22
"475003S",132,14,4
"475004E",273,114,11
"475004M",86,22,5
"475004W",45,12,4
"4770101",441,239,22
"4770104",211,572,25
"4770109",515,106,18
"4770115",400,110,11
"4770117",6,14,0
"4770121",25,15,1
"4770202",73,46,0
"4770203",858,195,34
"4770205",1149,288,49
"4770208",826,89,27
"4770307",634,174,18
"4770311",562,99,32
"4770312",627,92,14
"4770316",103,26,2
"4770320",1062,123,24
"4770406",645,221,38
"4770410",622,98,16
"4770413",474,71,10
"4770414",463,58,8
"4770418",214,99,18
"4770419",221,88,10
"4790122",108,131,4
"4790124",203,620,22
"4790125",82,253,17
"4790128",52,157,7
"4790129",208,732,25
"4790130",326,1184,41
"4790132",276,953,42
"4790133",290,999,41
"4790134",196,563,27
"4790135",120,445,22
"4790136",64,149,5
"4790154",70,256,11
"4790164",98,263,6
"4790169",76,253,9
"4790215",153,381,12
"4790218",236,515,31
"4790219",234,378,28
"4790220",113,329,15
"4790221",229,317,14
"4790226",106,287,12
"4790227",480,1084,60
"4790231",468,1050,47
"4790237",115,205,13
"4790239",783,1263,64
"4790252A",293,791,31
"4790252B",3,8,0
"4790252C",15,39,1
"4790255",368,558,30
"4790266",153,400,25
"4790267",204,431,18
"4790268",18,70,5
"4790308",163,236,8
"4790309",434,870,47
"4790310",54,126,6
"4790311",150,453,21
"4790312",94,295,5
"4790338",14,68,1
"4790340",566,515,34
"4790341",421,355,25
"4790342",376,564,25
"4790343",470,776,46
"4790344",1275,1314,66
"4790345",399,579,35
"4790349",538,624,32
"4790350",11,5,1
"4790351",56,133,3
"4790356",862,1167,55
"4790359",660,1071,49
"4790360",92,177,12
"4790361",187,356,16
"4790362",49,99,5
"4790363",81,234,8
"4790401",110,379,19
"4790402",136,351,15
"4790403",83,282,14
"4790404",135,374,25
"4790405",126,376,18
"4790406",67,222,7
"4790407",48,91,5
"4790413",185,493,26
"4790414",69,209,6
"4790416",68,235,11
"4790417",76,137,3
"4790423",79,262,18
"4790446",375,934,34
"4790447",414,649,29
"4790448",45,92,10
"4790453",40,108,5
"4790457",19,11,2
"4790458",354,822,31
"4790465",70,220,4
"4810101A",332,182,5
"4810101B",427,233,18
"4810102",1080,326,42
"4810103",753,208,25
"4810201",1367,171,27
"4810202",121,307,6
"4810203",567,848,32
"4810301",1238,166,38
"4810302",871,241,27
"4810303",1016,120,21
"4810401",566,433,13
"4810402",477,154,11
"4810403",202,112,13
"4830001",137,5,2
"4830002",267,15,13
"4830003",261,26,9
"4830004",87,9,5
"4830005",58,3,0
"4830006",62,6,1
"4830007",78,7,3
"4830008",228,23,5
"4830009",377,36,8
"4830010",56,2,2
"4850101",141,42,9
"4850102",435,105,19
"4850103",1835,601,96
"4850104",607,170,18
"4850105",1141,446,69
"4850106",406,56,31
"4850107",21,3,1
"4850108",1462,402,78
"4850109",1518,447,90
"4850110",198,109,21
"4850111",177,165,10
"4850112",4,5,0
"4850113",198,88,10
"4850114A",6,1,0
"4850114B",11,2,0
"4850115",1,2,0
"4850116",17,2,0
"4850117",27,1,0
"4850201",372,119,21
"4850202",1021,522,69
"4850203",325,246,31
"4850204",91,10,13
"4850205",1622,325,62
"4850206",1042,248,60
"4850207",166,118,13
"4850208",55,20,1
"4850209",0,0,0
"4850210",0,0,0
"4850211",49,40,0
"4850301",3,1,0
"4850302",313,290,32
"4850303",193,435,19
"4850304",42,40,8
"4850305",95,66,10
"4850306",84,301,20
"4850307",91,35,5
"4850308",104,126,14
"4850309",1699,229,89
"4850310",664,90,30
"4850311",144,397,13
"4850312",1,1,0
"4850313",0,5,0
"4850314",5,1,0
"4850315",52,20,4
"4850316",11,7,1
"4850317",38,11,2
"4850318",166,40,14
"4850319",22,6,1
"4850401",1031,282,48
"4850402",295,87,18
"4850403",782,286,65
"4850404",1263,335,57
"4850405",516,304,38
"4850406",1058,381,62
"4850407",434,276,43
"4850408",7,1,0
"4850409",11,2,1
"4850410",119,26,6
"4850411",242,119,24
"4850412",348,39,10
"4850413",369,85,19
"4850414",241,43,9
"4870001A",432,98,25
"4870001B",45,6,2
"4870009",368,106,23
"4870019",470,258,25
"4870020",318,119,12
"4870021",930,134,31
"4890001",168,349,15
"4890002A",5,14,0
"4890002B",200,395,16
"4890003",164,193,13
"4890004",207,342,17
"4890005",87,201,2
"4890006",84,116,2
"4890007",170,253,20
"4890008",88,190,13
"4890009",124,198,10
"4890010",154,31,11
"4890011",113,112,8
"4890012",15,23,2
"4910119",1070,1025,109
"4910122",950,851,77
"4910135",536,1142,91
"4910138",1316,1162,122
"4910140",642,619,53
"4910145",505,956,87
"4910146",946,2026,123
"4910147",644,1370,100
"4910149",504,751,48
"4910150",474,797,76
"4910151",540,1030,79
"4910152",425,957,97
"4910160",1193,1407,126
"4910162",542,1059,82
"4910172",793,656,59
"4910182",1623,1059,93
"4910185",389,650,52
"4910186",692,1007,65
"4910189",733,1119,79
"4910190",1720,1439,152
"4910197",828,919,60
"4910198",1232,1358,110
"4910201",1664,1876,141
"4910202",673,422,44
"4910204",1519,1459,125
"4910206",1454,430,102
"4910207",2206,654,125
"4910216",791,737,81
"4910218",748,1124,84
"4910253",1515,1026,127
"4910254",1117,941,99
"4910259",1383,1107,125
"4910263",1416,1112,123
"4910264",1539,1095,139
"4910266",1211,1310,107
"4910267",1693,919,159
"4910273",828,938,106
"4910274",1034,2130,138
"4910275",541,1050,93
"4910277A",1426,1189,120
"4910277B",41,34,4
"4910278",1729,1775,164
"4910283",1356,1372,156
"4910287",1551,1323,163
"4910305",1597,526,76
"4910309",643,204,55
"4910310",703,224,50
"4910311",809,308,59
"4910312",1630,702,118
"4910314",833,1000,94
"4910330",1194,1143,148
"4910331",1337,948,104
"4910332",1542,985,126
"4910333A",1221,1037,120
"4910333B",8,7,0
"4910337",1531,1366,83
"4910339",690,914,58
"4910341",853,399,39
"4910342",179,313,16
"4910343",1724,970,120
"4910344",1963,730,106
"4910345",1306,432,67
"4910368",1042,1077,81
"4910369",1588,1198,123
"4910370",1695,989,137
"4910371",1088,483,60
"4910379",2309,805,123
"4910381",1858,853,40
"4910392",2516,1016,132
"4910393",1359,494,26
"4910394",2319,989,61
"4910395",1656,530,95
"4910396",2237,1022,59
"4910402",1340,1613,152
"4910403",655,719,87
"4910413",223,119,9
"4910415",725,287,52
"4910420",1853,1832,157
"4910423",798,1100,105
"4910424",1616,950,82
"4910425",223,117,10
"4910426",661,484,60
"4910427",848,572,70
"4910428",1028,620,66
"4910429",291,475,45
"4910434",1447,369,70
"4910436",356,108,25
"4910455",459,873,61
"4910456",360,444,25
"4910463",1080,1848,107
"4910480",1165,1773,130
"4910484",1557,1728,166
"4910488",980,777,69
"4910489",1454,1452,115
"4910490",590,558,57
"4910491",1327,1649,128
"4930101",811,427,56
"4930102",403,533,47
"4930103",561,300,53
"4930104",381,140,33
"4930205",734,234,37
"4930206",744,463,65
"4930207",843,302,50
"4930208",289,51,16
"4930209",256,23,10
"4930310",338,47,18
"4930311",925,144,50
"4930312",1184,194,100
"4930313",1182,269,83
"4930414",1024,196,57
"4930415",1779,332,130
"4930416",1090,400,84
"4950101",312,65,5
"4950201",91,20,4
"4950202",300,43,9
"4950301",319,62,11
"4950401",104,97,6
"4970001",984,149,44
"4970002",1302,313,51
"4970003",398,51,12
"4970004",142,32,8
"4970005",804,123,50
"4970006",812,186,49
"4970007A",349,74,14
"4970007B",348,77,15
"4970008",1174,200,44
"4970009",1079,125,28
"4970010",281,44,7
"4970011",274,27,14
"4970012",742,110,25
"4970013",423,105,23
"4970014",850,167,19
"4970015",677,77,14
"4970016",1107,164,47
"4970017",1411,187,46
"4970018",372,72,14
"4970019",209,44,7
"4970020",592,71,18
"4970022",506,72,22
"4970023",884,133,37
"4970024",1476,329,57
"4970025",54,15,3
"4970027",1659,290,69
"49901-1",1295,248,39
"49901-2",1322,187,28
"49901-3",1032,147,19
"49901-4",339,33,10
"49902-1",204,22,10
"49902-2",1646,314,49
"49902-3",1314,283,46
"49903-1",563,90,22
"49903-2",1717,270,44
"49903-3",1414,326,54
"49904-1",398,50,11
"49904-2",1151,180,55
"49904-3",1295,211,34
"49904-4",284,27,13
"5010101",425,52,10
"5010202",425,64,10
"5010303",210,40,6
"5010305",111,40,3
"5010404",243,49,4
"5010406",140,49,6
"5030005",1399,224,44
"5030006",125,9,1
"5030007",94,9,3
"5030010",210,23,9
"5030016",153,3,2
"5030020",104,15,3
